Pinkus Rajzman
Boruch Rajzmann
Berthe Rajzner
Elka Rajzner
Berthe Rak
Dobra Rak
Frymka Rak
Jacques Rak
Mireille Rak
Yenta Rak
Samson Rakaver
Salomon Rakcine
Fernande Rakhowitz
Ginette Rakhowitz
Klara Rakita
Moise Rakita
Samuel Rakoski
Claude Rakover
Ginette Rakover
Alexandre Rakovsky
Helen Rakovsky
Efraim Rakovstchik
Abraham Rakower
Leiser Rakstein
Mordka Rakstein
Henri Raleski
Israel Ramas
Georgette Rambach
Lucien Rambach
Gabriel Ramet
Abraham Ramo
Chana Ramo
Elisa Ramo
Guka Ramo
Joseph Ramo
Marcel Ramo
Micheline Ramo
Sara Ramo
Leon Ramo
Hermann Ramstein
Hirsch Ran
Abraham Rand
Gabrielle Randasche
Emmanuel Rannert
Max Ransenberg
Suzanne Rapahel
Abraham Rapaport
Benjamin Rapaport
Irma Sakoff
Irma Sakon
Dora Saks
Ephraim Saks
Jacob Saks
Jeanne Saks
David Saktreger
Jose Sala
Roberte Sala
Henri Salamanovitch
David Salameh
Anna Salamonowicz
Georges Salamonowicz
Lea Salamonowicz
Szlama Salamonowicz
Rosa Salanick
Moise Salanik
Joseph Salari
Rosario Salarino
Eva Salat
Benjamin Salberg
Charles Salberg
Jacques Salberg
Sara Salberg
Chana Salcer
Sigismond Salcer
Rywka Saldenross
Esther Saldowski
Abraham Salem
Ascher Salem
Fortunee Salem
Ibrahim Salem
Leon Salem
Richard Salem
Riketa Salem
Sarah Salem
Violette Salem
Vitalis Salem
Genda Salemen
Siegfried Salenberg
Walter Salender
Berthe Sales
Joseph Salessky
Fritz Salinger
Jacques Salisse
Rodolphe Salisse
Samuel Salisse
Charles Salkind
Andre Salkoff
Liliane Salkovicz
Simon Sallam
Arthur Salm
Vera Salm
Alexandre Salmanovitch
Rosa Salmanowicz
Amanda Salmon
Edwin Salmon
Paula Salmon
Robert Salmon
Rosie Salmon
Selma Salmon
Allegra Salmona
Berthe Salmona
Elise Salmona
Elvira Salmona
Esther Salmona
Eva Salmona
Flore Salmona
Fortunee Salmona
Isaac Salmona
Jean Salmona
Michel Salmona
Moise Salmona
Vidal Salmona
Maurice Salmonovitch
Chaim Salomivici
Charles Bajor
Israel Bajowicz
Regine Bajowicz
Abe Bajrach
Moise Bajrach
Berthe Bajroch
David Bajroch
Lajb Bajroch
Maurice Bajroch
Willy Bajroch
Houdes Bajtel
Isaak Bajweltwajg
John Bajweltwajg
Kiwa Bajwol
Diva Bajzelson
Gika Bak
Haim Bak
Stella Bak
Brendla Bakaija
Jermika Bakalja
Nachman Bakalja
Ruchla Bakalowa
Boris Bakaltchuk
Dwora Bakaltchuk
Maurice Bakcha
Samuel Bakenroth
Lea Baker
Kenata Bakhouch
Louisette Bakhouch
Bernard Bakhouch
Raphael Bakhrakh
Sophie Bakhrakh
Rene Bakis
Albert Bakon
Andre Bakon
Chaim Bakon
Israel Bakon
Joseph Bakon
Marie Bakon
Naftali Bakon
Albert Baks
Estera Baksenbaum
Szujundle Bakst
Arje Lasb Bal
Hanna Bal
Mordka Bal
Joseph Balaban
Aron Balabine
Olga Balabine
Helene Balachowsky
Samuel Balacianu
Elisabeth Balakowsky
Bahora Balanes
Esther Balanes
Sarah Balanes
Vida Balanes
Samuel Balantin
David Balatin
Zvi Balatin
Elisabeth Balazs
Ernst Balban
Estera Balber
Gilel Balber
Rosa Balber
Isidore Balbin
Andre Balbin
Rachel Balbin
Ruchla Bald
Simon Bald
Kurt Baldauf
Georges Balensi
Germain Balensi
Rosine Balensi
Alexandre Bali
Anive Balin
Kurt Balin
Geza Balint
Adolphe Ball
Ascher Ball
Golda Ball
Henny Ball
Paula Ball
Rachel Ball
Luna Ballagny
David Bally
Marie Bally
Rachel Bally
Elsa Balsam
Elsa Balsam
Philippe Balsam
Salomon Balsam
Max Balschowski
Mager Balt
Charles Baltaxe
Helene Baltaxe
Henri Baltaxe
Otto Baltaxe
Henri Balter
Victor Balter
Emile Balzam
Tamar Schwartz
Tamara Schwartz
Tauba Schwartz
Therese Schwartz
Tibor Schwartz
Zitry Schwartz
Zizou Schwartz
Zlata Schwartz
Bella Schwartzbaum
Henri Schwartzbaum
Andre Schwartzenberg
Resi Schwartzenberger
Walter Schwartzenberger
Sura Schwartzer
Elie Schwartzmann
Francine Schwartzmann
Frida Schwartzmann
Henriette Schwartzmann
Jossel Schwartzmann
Marc Schwartzmann
Michel Schwartzmann
Sala Schwartzmann
Suzanne Schwartzmann
William Schwartzmann
Hans Schwartzmann
Evelyne Schwartzstein
Georges Schwartzstein
Gilbert Schwartzstein
Helen Schwartzstein
Albert Schwarz
Alexandre Schwarz
Armin Schwarz
Barbara Schwarz
Berek Schwarz
Bernard Schwarz
Bernard Schwarz
Dossia Schwarz
Ernestine Schwarz
Eugene Schwarz
Eva Schwarz
Hans Schwarz
Harry Schwarz
Hugo Schwarz
Irma Schwarz
Jacques Schwarz
Jacques Schwarz
Jean Schwarz
Johanna Schwarz
Joseph Schwarz
Jules Schwarz
Jules Schwarz
Julie Schwarz
Karl Schwarz
Klara Schwarz
Ladislas Schwarz
Leo Schwarz
Leon Schwarz
Leon Schwarz
Leopold Schwarz
Leopold Schwarz
Louise Schwarz
Madeleine Schwarz
Marcus Schwarz
Mase Schwarz
Max Schwarz
Max Schwarz
Max Schwarz
Maxime Schwarz
Mindla Schwarz
Moritz Schwarz
Moses Schwarz
Moses Schwarz
Neculas Schwarz
Olga Schwarz
Otto Schwarz
Paul Schwarz
Rachel Schwarz
Robert Schwarz
Robert Schwarz
Roderich Schwarz
Roger Schwarz
Rolf Schwarz
Ruchla Schwarz
Salomon Schwarz
Samuel Schwarz
Simeon Schwarz
Simon Schwarz
Walter Schwarz
Walter Schwarz
Alina Tofel
Maryse Tohermlansky
Anna Tokar
Leon Tokar
Chaja Tokarska
Lea Tokarska
Paulette Tokarska
Abraham Tokarski
Malka Tokarski
Szoel Tokarski
Szygman Tokarski
Ita Tokarz
Marcel Tokarz
Victor Tokarz
Helene Tokoik
Albert Toledano
Clothilde Toledano
Esther Toledano
Jacques Toledano
Julie Toledano
Renee Toledano
Raphael Toledo
Colette Tolila
Elise Tolila
Jacob Tolkes
Andre Tolkowski
Camille Tolnai
Oscar Tolnai
Henri Tolub
Hursz Tolub
Ida Tolub
Jacques Tolub
Pesach Tolub
Helmuth Tomas
Boris Tomasin
Berak Tomianka
Dina Tomkiewicz
Joseph Tomkiewicz
Abraham Tondowski
Bernard Tonningen
Perla Topajsz
Marcelle Topajsz
Danielle Topajsz
Ides Topcza
Dora Topelberg
Estera Topelberg
Moise Topelberg
Rachel Toper
Dina Topeza
Elyja Topeza
Leiba Topeza
Samuel Topeza
Rachmil Topf
Kalman Topiol
Jeannette Topocza
Leiba Topolanski
Hersi Toponek
Abraham Topor
Frymet Topor
Gela Topor
Ginette Topor
Helene Topor
Samuel Topor
Sara Topor
Anna Toporek
Helene Toporek
Marcelle Toporek
Sarah Toporek
Serge Toporek
Yosja Toporek
Pauline Toporovsky
Charles Topper
Julien Topper
Moise Toptcha
Fajga Torcynski
Rosette Torcynski
Celine Torczynski
Rosette Torczynski
Joseph Torczynsky
Berthe Tordjeman
Leonie Tordjeman
Raymonde Tordjeman
Fortune Tordjman
Jacques Tordjman
Louise Tordjman
Rene Tordjman
Gertrude Torn
Maurice Torn
Myriam Torn
Riwka Torn
Tauba Torn
Camille Torok
Henri Toross
Albert Torres
Albert Torres
Albert Torres
Andre Torres
Avram Torres
Renee Stolowicz
Simon Stolriv
Pinkas Stolsberg
Max Stolzenberg
Syma Stopek
Blinia Stopenken
Joseph Stoper
Esther Stopnicki
Chil Stopniki
John Stoppelamnn
Arthur Stoppelmann
Gerard Stoppelmann
Edith Stopprimann
Otto Stor
Gabrielle Stora
Jeanne Stora
Marcel Stora
Nathan Stora
Robert Stora
Yvonne Stora
Abraham Storch
Chaskiel Storch
David Storch
Helene Storch
Jacques Storck
Sarah Storck
Levie Stork
Frieda Storper
Simon Storper
Julius Stossel
Siegfried Stossel
Hirsch Stotvoyner
Eugenie Stouchewski
Chaya Stoukelmann
Daniele Stourdze
Louis Stourdze
Nadine Stourdze
Elsa Stowasser
Anatole Stoyanowsky
Clara Strachman
Gersch Strachman
Marie Strachman
Elisabeth Strachounsky
Gaston Stragovitch
Max Stragovitch
Leon Straipolky
Lazare Strajnick
Marguerite Strakoch
Otto Strakoch
Camilla Stramer
Szajndla Strancman
Caroline Stranders
Evelyne Stranders
Marianne Stranders
David Strang
Karl Stransky
Dora Strarowiejski
Leon Strarowiejski
Ida Strarowiejski
Madeleine Strarowiejski
Caroline Strasburger
Cecile Straschum
Max Straschum
Roger Straschun
Leopold Strass
Simon Strass
Regine Strassberg
Benni Strassburger
Henriette Strassburger
Hugo Strassburger
Helene Strasser
Sama Strasser
Paul Strassmann
Werner Strassner
Chmaya Strasvogel
Fraidla Strasvogel
Hersz Strasvogel
Isaac Strasvogel
Jacob Strasvogel
Helene Strauber
Oscar Strauber
Pepi Strauber
Siegmund Strauber
Alice Strauch
Zlata Strausberg
Rosette Strausman
Icek Strausmann
Adele Strauss
Albert Strauss
Alfred Strauss
Alfred Strauss
Alfred Strauss
Alice Strauss
Amanda Strauss
Maurice Park
Jachfetz Parkciarz
Chaska Parker
Lejb Parkiet
Simon Parkiet
Wolf Parkiet
Dov Parmet
Garvel Parnes
Hana Parnes
Joseph Parnes
Sarah Parsimento
Violette Parsimento
Israel Partigoul
Etienne Partos
Adolphe Partouche
Andree Partouche
Charles Partouche
Estelle Partouche
Jacques Partouche
Julie Partouche
Yvette Partouche
Charles Parus
Joseph Parus
Sonia Parus
Mozes Parys
Leon Paryser
Rywka Paryser
Chaim Paryski
Lazare Parzencewski
Branla Pasamanick
Abram Pasamanik
Abraham Pascal
Leba Pascal
Lina Pascal
Naphtali Pascariu
Rose Pascariu
Jetta Pascartu
Lazare Pascher
Ita Pascolet
David Pascolet
Bernard Pasha
 Paskilnski
Moszek Pasklinski
Fudem Paskus
Mordko Pasmentier
Ruchla Pasmentier
Fernand Passamonik
Freydel Passamonik
Salomon Passamonik
Elie Passtein
Salomon Passy
Anna Pasternak
Estera Pasternak
Gitta Pasternak
Litman Pasternak
Chaim Rafal
Fanny Rafal
Rachel Rafal
Rosa Rafal
Srannett Rafal
Chaja Rafalowez
Annette Rafalowicz
Ida Rafalowicz
Lasa Rafalowicz
Jukiel Rafalowiez
Rachel Rafalowitcz
Rywa Rafalowycz
Alta Rafel
Jacob Raffael
Marie Raffael
Ventura Raffael
Joseph Raffalovitsch
Florence Raffel
Henri Raffel
Fanny Raft
Nathalie Raftenberg
Lydie Ragan
Litman Rager
Victor Ragozyk
Arnold Raicher
Simon Raichinstein
Chaim Raichman
Zysla Raichman
Rachel Raichmanas
Lazare Raigrodski
Jacob Rainer
David Raisky
Leon Raiter
Rafael Raitman
Jacques Raitr
Maria Raitzync
Leba Rajbenbach
Perla Rajbenbach
Mosek Rajcelsztein
Celine Rajcensztajn
Simon Rajcensztajn
Lisa Rajch
Andree Rajchenbach
Germain Rajchenbach
Hinda Rajchenbach
Leja Rajchenbach
Simon Rajchenbach
Adele Rajchenberg
Hersz Rajchenberg
Faiga Rajchert
Leib Rajchert
Faga Rajchfglid
Aron Rajchman
Branjola Rajchman
Chaim Rajchman
Jankiel Rajchman
Jean Rajchman
Rachmil Rajchman
Rywka Rajchman
Sasson Rajchman
Sura Rajchman
Mosezek Rajchmann
Paula Rajchmann
Rina Rajchmann
Ginette Rajchnobel
Arnaka Rajchnudel
Bencjan Rajchnudel
Claudine Rajchnudel
Elinae Rajchnudel
Moise Rajchnuder
Herz Rajchod
Daniel Rajchod
Paulette Sachnoch
Alexandre Sachs
Alfred Sachs
Anatole Sachs
Anna Sachs
Efime Sachs
Elga Sachs
Elie Sachs
Emile Sachs
Freddy Sachs
Helene Sachs
Hirsch Sachs
Jules Sachs
Kurt Sachs
Margot Sachs
Martin Sachs
Moritz Sachs
Regina Sachs
Sara Sachs
Schenzi Sachs
Simon Sachs
Victoria Sachs
Adele Sachsenhaus
Aron Sachter
Halle Sachter
Hermann Sachter
Leon Sackter
Jacques Sacuto
Liliane Sacuto
Valentine Sacuto
Liba Sad
Simone Saddik
Kalman Sadel
Nahama Sadigaria
Andre Sadoch
Clairette Sadok
Elise Sadok
Jules Sadok
Moise Sadok
Albertine Sadoun
Sauveur Sadoun
Gilles Sadowski
Ruchla Sadowski
Eliane Safan
Elie Safan
Rachel Safan
 Safer
Malka Safert
Abraham Saffar
Georges Saffar
Isidore Saffar
Jules Saffar
Simon Saffar
Melanie Safhter
Benzion Safia
Anna Safir
Karol Safir
Salomon Safir
Hilda Safran
Ignace Safran
Manachem Safran
Helzel Safro
Severin Safrys
Sam Safternick
Moise Sagalonsky
Israel Sagues
Sami Saguez
Fritz Sahimann
Pola Sahlmann
Itic Sahna
Albert Saias
Hans Saias
Isaac Saias
Joseph Saias
Louna Saias
Max Saidel
Aron Saidemann
Rachel Saidemann
Nanta Saidweber
Recha Saidweber
Lazare Saika
Golda Sailowaz
Bernard Saim
David Saim
Flari Saiman
Jeanne Saiman
Leon Saiman
Mirla Saiman
Sima Saiman
Yser Saiman
Seisa Sajdman
Baruch Sajovici
Dorothee Sajovici
Maurice Sajovici
Ruchla Sajovici
Chaim Sajsblach
Lipa Sakevitch
Maxime Sakheim
Elise Baer
Ellen Baer
Ferdinand Baer
Franciska Baer
Fritz Baer
Georges Baer
Georges Baer
Gustav Baer
Helene Baer
Hugo Baer
Irene Baer
Jacob Baer
Julchen Baer
Jules Baer
Jules Baer
Karl Baer
Marcel Baer
Marcelle Baer
Marguerite Baer
Max Baer
Milla Baer
Mindla Baer
Moise Baer
Moses Baer
Nathan Baer
Regine Baer
Richard Baer
Robert Baer
Rosa Baer
Rosa Baer
Rosa Baer
Rose Baer
Rosy Baer
Samuel Baer
Selma Baer
Siegfried Baer
Siegmund Baer
Simon Baer
Sophie Baer
Yvette Baer
Theodore Baera
Nicole Baermann
Heinrich Baernkopf
Guillaumine Baertig
Hannelore Baertig
Berthe Baery
Anna Bagno
Szulin Bagnot
Biva Bagoun
Rachel Bagoun
Marie Bagun
Salvator Bahar
Bella Bahara
Julia Baharlia
Simcha Baharlia
Adolphe Bahr
Elisabeth Bail
Pierre Bailek
Messouada Bainineiman
Nathan Bairoch
Maurice Bais
Suzanne Bais
Maurice Baitchmann
Anna Baitler
Wolf Baitler
Armand Baiz
Emilie Baiz
Pierre Baiz
Bajla Bajczman
Icek Bajczman
Jacqueline Bajczman
Jean Bajczman
Genendla Bajder
Georges Bajder
Moszek Bajder
Rachel Bajder
Benjamin Bajer
Moszek Bajer
Henri Bajgiele
Pinkus Bajgile
Zeysach Bajnwelzweig
Camille Bajona
Marie Weiss
Mathilde Weiss
Maurice Weiss
Nicole Weiss
Noe Weiss
Olga Weiss
Paul Weiss
Paul Weiss
Raphael Weiss
Raymonde Weiss
Renee Weiss
Rosa Weiss
Sarah Weiss
Siegfried Weiss
Stefan Weiss
Sura Weiss
Thenia Weiss
Therese Weiss
Tsirla Weiss
 Weiss
Jean-Claude Weissager
Marcelle Weissager
Roger Weissager
Boruch Weissberg
Hena Weissberg
Jules Weissberger
Isaac Weissblum
Michel Weissblum
Sidonie Weissbrod
Dora Weissbrot
Szulin Weissbrot
Chana Weisser
Hermann Weisser
Norbert Weissfeld
Aaron Weissglas
Emilie Weissglas
Rosalie Weissglas
Willy Weissglas
Max Weisshaar
Jacob Weissleib
Fanny Weisslejb
Sylvain Weissler
Jacques Weisslitz
Pauline Weisslitz
Albert Weissmann
Bassia Weissmann
Esther Weissmann
Harry Weissmann
Joseph Weissmann
Malka Weissmann
Maurice Weissmann
Osias Weissmann
Pauline Weissmann
Rachel Weissmann
Rosa Weissmann
Rywka Weissmann
Welwel Weissmann
Zenta Weissmann
Fritz Weisstock
Betty Weissweiller
Esther Weisvogel
Poiska Weisvogel
Abraham Weisz
Adalbert Weisz
Alexandre Weisz
Alexandre Weisz
Alexandre Weisz
Alexandre Weisz
Amelie Weisz
Arthur Weisz
Chaja Weisz
Claude Weisz
Edith Weisz
Edmond Weisz
Elisabeth Weisz
Emeric Weisz
Etienne Weisz
Eugene Weisz
Eugene Weisz
Eugenie Weisz
Eugenie Weisz
Fanny Weisz
Fiszel Weisz
Jankiel Wagner
Lisa Wagner
Maurice Wagner
Moses Wagner
Peysach Wagner
Rywka Wagner
Caroline Weill
Cecile Weill
Celine Weill
Celine Weill
Charles Weill
Clarisse Weill
Clementine Weill
Clementine Weill
Colette Weill
Edgard Weill
Eliane Weill
Eliane Weill
Emile Weill
Eugene Weill
Eugenie Weill
Fanny Weill
Fanny Weill
Feidelmann Weill
Fernand Weill
Fernand Weill
Fernande Weill
Francine Weill
Gabrielle Weill
Gaston Weill
Georges Weill
Georgette Weill
Gerard Weill
Germain Weill
Germain Weill
Germain Weill
Germaine Weill
Germaine Weill
Gertrude Weill
Gilbert Weill
Guillaume Weill
Helene Weill
Henri Weill
Henri Weill
Henriette Weill
Hugo Weill
Irma Weill
Irma Weill
Jacqueline Weill
Jacqueline Weill
Jacques Weill
Jacques Weill
Jeanne Weill
Jeanne Weill
Jeannine Weill
Jeannine Weill
Joseph Weill
Jules Weill
Julie Weill
Laure Weill
Laure Weill
Lazare Weill
Lea Weill
Lily Weill
Lise Weill
Louis Weill
Louis Weill
Louise Weill
Louise Weill
Lucie Weill
Lucie Weill
Lucie Weill
Lucien Weill
Lucien Weill
Lucien Weill
Lucienne Weill
Madeleine Weill
Madeleine Weill
Marc Weill
Marc Weill
Marcelle Weill
Marcelle Weill
Marguerite Weill
Marguerite Weill
Marthe Weill
Marthe Weill
Marthe Weill
Marthe Weill
Marthe Weill
Marthe Weill
Mathilde Weill
Maurice Weill
Maurice Weill
Maurice Weill
Michele Weill
Michele Weill
Milly Weill
Mireille Weill
Moise Weill
Monique Weill
Karl Mathias
Germaine Mathieu
Paul Mathis
Fernande Matison
Ita Matison
Jankel Matline
Rachel Matline
Henri Matlis
Simon Matlis
Sura Matlis
Michel Matoussousky
Charlotte Matoussovsky
Louis Matrai
Guel Matuszenski
Chas Matuszewski
Boruch Matykawski
Dina Matz
Rosa Matz
Marie Matzkine
Pessa Matzler
Berthe Matzner
Cecile Matzner
Joseph Matzner
Chaim Maulkorb
Felicitas Mauner
Julia Mauner
Berthe Maurice
Moszek Maus
Ruth Maus
Rene Mauss
Chaim Mautner
Charlotte Mautner
Martin Mautner
Cimpa Mawszid
Gaston Max
Henriette Max
Katalin Max
Nathan Max
Walter Max
Alexandre May
Alice May
Andre May
Andree May
Aron May
Colette May
Deisire May
Didier May
Fanny May
Jeanne May
Julie May
Liliane May
Marcelle May
Roland May
Simon May
Solange May
Suzanne May
Nissim Maya
Yodas Maya
Mojeck Maycher
Jacques Maye
Adolphe Mayer
Adrien Mayer
Albert Mayer
Alex Mayer
Alexandre Mayer
Alfred Mayer
Alice Mayer
Alma Mayer
Andree Mayer
Anna Mayer
Antoine Mayer
Armand Mayer
Arthur Mayer
Arthur Mayer
Arthur Mayer
August Mayer
Auguste Mayer
Baebtte Mayer
Bella Mayer
Benjamin Mayer
Bernard Mayer
Bertha Mayer
Bertha Mayer
Berthe Mayer
Berthe Mayer
Berthold Mayer
Desire Schwartz
Dina Schwartz
Edith Schwartz
Eleonore Schwartz
Eli Schwartz
Elisabeth Schwartz
Emma Schwartz
Erich Schwartz
Ernest Schwartz
Estelle Schwartz
Esther Schwartz
Eugene Schwartz
Eugene Schwartz
Fanny Schwartz
Francois Schwartz
Georges Schwartz
Georges Schwartz
Germaine Schwartz
Haim Schwartz
Hascal Schwartz
Helene Schwartz
Helene Schwartz
Hermann Schwartz
Hermann Schwartz
Hermann Schwartz
Herta Schwartz
Isaac Schwartz
Israel Schwartz
Ita Schwartz
Jacqueline Schwartz
Jean Jacques Schwartz
Joseph Schwartz
Joseph Schwartz
Joseph Schwartz
Joseph Schwartz
Joseph Schwartz
Jules Schwartz
Julia Schwartz
Julius Schwartz
Lazare Schwartz
Lea Schwartz
Leia Schwartz
Leopold Schwartz
Leopold Schwartz
Lina Schwartz
Livia Schwartz
Louis Schwartz
Lucie Schwartz
Lucien Schwartz
Ludovic Schwartz
Marguerite Schwartz
Marguerite Schwartz
Maria Schwartz
Marie Schwartz
Marie Schwartz
Marthe Schwartz
Marusin Schwartz
Maurice Schwartz
Max Schwartz
Michel Schwartz
Mordko Schwartz
Nathan Schwartz
Nicolas Schwartz
Nicole Schwartz
Nora Schwartz
Olga Schwartz
Paul Schwartz
Paul Schwartz
Paulette Schwartz
Pauline Schwartz
Rachel Schwartz
Rachel Schwartz
Raissa Schwartz
Regina Schwartz
Rene Schwartz
Renee Schwartz
Rodolphe Schwartz
Rose Schwartz
Rose Schwartz
Salomon Schwartz
Samuel Schwartz
Simon Schwartz
Sophie Schwartz
Sophie Schwartz
Stella Schwartz
Alexandre Rosch
David Rosch
Isaac Roschanski
Salomon Roschko
Siegfried Rose
Irene Rosebaum
Hermann Roseberger
David Roseman
Fanny Roseman
David Rosemann
Georges Rosemann
Leon Rosemchild
Adolphe Rosen
Beudet Rosen
Borouch Rosen
Chawa Rosen
Felix Rosen
Hans Rosen
Jacqueline Rosen
Jancu Rosen
Jean Rosen
Malka Rosen
Marceline Rosen
Marie Rosen
Martin Rosen
Michel Rosen
Mordko Rosen
Rachmil Rosen
Renee Rosen
Simon Rosen
Bernard Rosen
Marguerite Rosenau
Simon Rosenau
Notel Rosenawsig
Anna Rosenbach
Chana Rosenbach
Gedalja Rosenbach
Hermann Rosenbach
Herta Rosenbach
Israel Rosenbach
Jules Rosenbach
Max Rosenbach
Abraham Rosenbaum
Achil Rosenbaum
Anna Rosenbaum
Arthur Rosenbaum
Arthur Rosenbaum
Bajnudla Rosenbaum
Benjamin Rosenbaum
Cecile Rosenbaum
Chaja Rosenbaum
Chana Rosenbaum
Charles Rosenbaum
David Rosenbaum
David Rosenbaum
David Rosenbaum
David Rosenbaum
Dora Rosenbaum
Edgard Rosenbaum
Eve Rosenbaum
Fajga Rosenbaum
Fanny Rosenbaum
Fartras Rosenbaum
Gabriel Rosenbaum
Gertrude Rosenbaum
Gisele Rosenbaum
Gitla Rosenbaum
Gitla Rosenbaum
Helene Rosenbaum
Henri Rosenbaum
Hermann Rosenbaum
Irene Rosenbaum
Isidore Rosenbaum
Israel Rosenbaum
Israel Rosenbaum
Israel Rosenbaum
Israel Rosenbaum
Jacob Rosenbaum
Jacqueline Rosenbaum
Jacques Rosenbaum
Jeannete Rosenbaum
Joseph Rosenbaum
Joseph Rosenbaum
Juda Rosenbaum
Judith Rosenbaum
Karl Rosenbaum
Kurt Rosenbaum
Laryja Rosenbaum
Lea Rosenbaum
Leja Rosenbaum
Leon Rosenbaum
Liba Rosenbaum
Lisa Rosenbaum
Lucie Rosenbaum
Ludwig Rosenbaum
Manfred Rosenbaum
Marcel Rosenbaum
Sally Sternova
Dadi Sternschuss
Norbert Sternschuss
 Sternwulf
Alexandre Stessin
Chaja Stessin
Esfive Stessin
Georges Stessin
Gilbert Stessin
Simon Stessin
Simon Stessin
Henri Stettin
Georgette Steurmann
Olga Stiasny
Bruno Stiassny
Dagobert Stibbe
Hermann Stibbe
Richard Stich
Celine Stickgold
Elias Stickgold
Jeannine Stickgold
Bindert Sticki
Florentine Sticki
Marie Sticki
Mauricette Sticki
Isaac Stiebel
Bertha Stiefel
Celestine Stiefel
Larna Stieglitz
Leopold Stieglitz
Richard Stielman
Kalman Stievelmacher
Eugene Stimmier
Salomon Stimmler
Kurt Stinberg
Victor Stinger
Cipi Stiraite
Freida Stirbul
Frantz Stirsny
Gustave Stitzki
Louise Stitzki
Malka Stitzki
Marius Stitzki
Jacob Stivelman
Pauline Stivelman
Erich Stizsny
Marcel Stobel
Siegfried Stobel
Walter Stock
Elja Stockfisz
Ichock Stockfisz
Isaac Stocklamer
Levy Leon Stockmann
Mosjez Stoczyk
Max Stoffel
Chaja Stokfisz
Chana Stokfisz
Henri Stokfisz
Kalman Stokfisz
Chaskiel Stokowski
Brajla Stolak
Jacob Stolak
Leon Stolak
Mojech Stolar
Boruch Stolard
Ronia Stolard
Estera Stolarska
David Stolarski
Joseph Stoler
Jules Stoler
Odette Stoler
Adner Stolerim
David Stolerin
Judas Stoliarsky
Louise Stoliarsky
Simon Stolouy
Isaac Stolovy
Sarah Stolovy
Hanna Stolowicz
Jean Stolowicz
Chaim Paliwoda
Albert Palkenfeld
Edmond Palkenfeld
Ides Palkenfeld
Jankiel Palkenfeld
Clement Palkine
Jacob Palluck
David Palombo
Laurette Palombo
Regina Palombo
Rose Palombo
Sarah Palombo
Suzanne Palombo
Elise Pamsel
Elise Pancer
Germain Pancer
Osias Pancer
Martin Pander
Janus Panici
Marguerite Panisel
Monique Panisel
Robert Panisel
Riwka Panitch
Abram Pankier
Valera Pankovsky
Tauba Panski
Abraham Pantsi
Pinkus Panus
Sarah Panzer
Suzanne Panzer
Bayla Paper
Anna Papierman
Annette Papierman
Charles Papierman
Helene Papierman
Jacques Papierman
Marcelle Papierman
Marie Papierman
Suzanne Papierman
Hadasa Papiernik
Lise Papin
Blanche Papo
Elizer Papo
Nissim Papo
Lea Papouchado
Moise Papouchado
Adolphe Pappenheim
Isaak Pappo
Aszyl Parasol
Lina Parasol
Madeleine Parasol
Bella Parawan
Mardka Parawan
Szlama Parceczewski
Divofra Parciartz
Mendel Parciarz
Abraham Pardo
Albert Pardo
David Pardo
Elvire Pardo
Gertrude Pardo
Haim Pardo
Jacob Pardo
Julia Pardo
Laura Pardo
Liliane Pardo
Mady Pardo
Onesime Pardo
Gerard Pardoroques
Elias Parfumeur
Elisabeth Parfumeur
Fritz Parfumeur
Henrich Parfumeur
Jacob Pargament
Abraham Pariente
Fanny Pariente
Roger Pariente
Mathilde Parienty
Max Parienty
Mireille Parienty
Victor Parienty
Paul Paris
Rene Paris
Esther Pariser
Najlek Pariser
Oswald Pariser
Rose Najman
Rywka Najman
Sarah Najman
Simon Najman
Sura Najman
Szaja Najman
Therese Najman
Laia Najmark
Sarah Najnan
Gaston Nakache
Joseph Nakache
William Nakache
Lazare Nakhankes
Eva Namenwirt
Helene Namenwirt
Hersch Namenwirt
Riwka Namenwirt
Miriam Namenwirth
Claire Namer
Dora Namer
Fanny Namer
Henri Namer
Maurice Namer
Selim Namer
David Namias
Julie Namias
Mayer Namias
Samuel Namias
Sol Namias
Vinosa Namias
Anne Nanasbaum
Joseph Nanasbaum
Maurice Nanis
Eva Nansselsky
Alfred Naoum
Mathilde Naoum
Moise Naoum
Rosa Naoum
Aron Naoumovitzki
Adele Naparstek
Jacob Naparstek
Mordka Naparstek
Regine Naparstek
Sarah Naparstek
Szaja Naparstek
Gitla Naptaniel
Cadette Naquet
Leon Naquet
Marcelle Naquet
Marianne Naquet
Albert Narcyk
Rachel Narcyk
Esther Narcyz
Joachim Narcyz
Nora Narcyz
Samuel Nariva
Joseph Narodetzky
Israel Narositzky
Abraham Narva
Henri Narva
Leon Narva
Minka Narva
Suzanne Narva
Samuel Narwer
Mosek Nasbaum
Sabine Nasch
Helene Naschel
David Naselsky
Fajga Nasman
Therese Nasman
Jacob Nass
Karl Nassau
Rebecca Nasselsky
Anna Nassilovitch
Emile Nassilovitch
Esther Nassilovitch
Lea Nassilovitch
Flora Nataf
Gaston Nataf
Gaston Nataf
Joseph Nataf
Aron Natanson
Desire Natanson
Eugenie Natanson
Hedwige Natanson
Louise Natanson
Michel Natanson
Mireille Natanson
Raoul Natanson
Stephanie Natanson
Wladislas Natanson
Emile Natchit
Fanny Natchitz
Martha Klein
Maurice Klein
Maurice Klein
Maurice Klein
Michel Klein
Michel Klein
Moise Klein
Monique Klein
Monna Klein
